word,source_detail,pos,level,meaning
primarily,adv. B2,부사,B2,주로
principal,"adj. B2, n. C1",형용사 / 명사,B2 / C1,"주요한; 교장, 원금"
prior,adj. B2,형용사,B2,이전
privatization,n. C1,명사,C1,민영화
privilege,n. C1,명사,C1,특권
probability,n. B2,명사,B2,확률
probable,adj. B2,형용사,B2,아마도
probe,"n., v. C1",명사·동사,C1,"탐사, 조사; 조사하다"
problematic,adj. C1,형용사,C1,문제가 있는
proceed,v. B2,동사,B2,진행하다
proceeding,n. C1,명사,C1,진행
proceeds,n. C1,명사,C1,수익금
processing,n. C1,명사,C1,처리
processor,n. C1,명사,C1,프로세서
proclaim,v. C1,동사,C1,선포하다
productive,adj. C1,형용사,C1,생산적인
productivity,n. C1,명사,C1,생산성
profitable,adj. C1,형용사,C1,수익성이 있는
profound,adj. C1,형용사,C1,심오한
programming,n. B2,명사,B2,프로그래밍
progressive,adj. B2,형용사,B2,진보적인
prohibit,v. B2,동사,B2,금지하다
projection,n. C1,명사,C1,투영
prominent,adj. C1,형용사,C1,눈에 띄는
promising,adj. B2,형용사,B2,유망한
promotion,n. B2,명사,B2,프로모션
prompt,v. B2,동사,B2,프롬프트
pronounced,adj. C1,형용사,C1,발음
propaganda,n. C1,명사,C1,선전
proportion,n. B2,명사,B2,비율
proposition,n. C1,명사,C1,제안
prosecute,v. C1,동사,C1,기소하다
prosecution,n. C1,명사,C1,기소
prosecutor,n. C1,명사,C1,검사
prospective,adj. C1,형용사,C1,장래의
prosperity,n. C1,명사,C1,번영
protective,adj. C1,형용사,C1,보호적인
protein,n. B2,명사,B2,단백질
protester,n. B2,명사,B2,시위자
protocol,n. C1,명사,C1,프로토콜
province,n. C1,명사,C1,지방
provincial,adj. C1,형용사,C1,지방의
provision,n. C1,명사,C1,제공
provoke,v. C1,동사,C1,도발하다
psychiatric,adj. C1,형용사,C1,정신과의
psychological,adj. B2,형용사,B2,심리적
publicity,n. B2,명사,B2,홍보
publishing,n. B2,명사,B2,출판
pulse,n. C1,명사,C1,맥박
pump,"v., n. C1",동사·명사,C1,펌프
punch,"n., v. C1",명사·동사,C1,펀치
punk,n. B2,명사,B2,펑크
purely,adv. B2,부사,B2,순전히
pursuit,n. B2,명사,B2,추격
puzzle,n. B2,명사,B2,퍼즐
query,n. C1,명사,C1,쿼리
quest,n. C1,명사,C1,퀘스트
questionnaire,n. B2,명사,B2,설문지
quota,n. C1,명사,C1,할당량
racial,adj. B2,형용사,B2,인종
racism,n. B2,명사,B2,인종차별
racist,"adj., n. B2",형용사·명사,B2,인종차별주의자
radar,n. C1,명사,C1,레이더
radiation,n. B2,명사,B2,방사선
radical,adj. C1,형용사,C1,급진적인
rage,n. C1,명사,C1,분노
raid,"n., v. C1",명사·동사,C1,급습; 급습하다
rail,n. B2,명사,B2,철도
rally,"n., v. C1",명사·동사,C1,"집회; 다시 회복하다, 결집하다"
random,adj. B2,형용사,B2,무작위
ranking,n. C1,명사,C1,순위
rape,"n., v. C1",명사·동사,C1,강간
rat,n. B2,명사,B2,쥐
rating,n. B2,명사,B2,등급
ratio,n. C1,명사,C1,비율
rational,adj. C1,형용사,C1,합리적
ray,n. C1,명사,C1,레이
readily,adv. C1,부사,C1,쉽게
realization,n. C1,명사,C1,실현
realm,n. C1,명사,C1,영역
rear,"adj., n. C1",형용사·명사,C1,후방
reasonably,adv. B2,부사,B2,합리적으로
reasoning,n. C1,명사,C1,추론
reassure,v. C1,동사,C1,안심시키다
rebel,n. C1,명사,C1,반란군
rebellion,n. C1,명사,C1,반란
rebuild,v. B2,동사,B2,재건하다
receiver,n. B2,명사,B2,수신기
recession,n. B2,명사,B2,불황
recipient,n. C1,명사,C1,수취인
reckon,v. B2,동사,B2,생각하다
recognition,n. B2,명사,B2,인식
reconstruction,n. C1,명사,C1,재건축
recount1,v. C1,동사,C1,"이야기를 들려주다, 자세히 설명하다"
recovery,n. B2,명사,B2,회복
recruit,"v., n. B2",동사·명사,B2,모집하다
recruitment,n. C1,명사,C1,모집
referee,n. B2,명사,B2,심판
referendum,n. C1,명사,C1,국민투표
reflection,n. C1,명사,C1,반사
reform,"n., v. C1",명사·동사,C1,개혁
refuge,n. C1,명사,C1,피난처
refugee,n. B2,명사,B2,난민
refusal,n. C1,명사,C1,거절
regain,v. C1,동사,C1,회복하다
regardless,adv. C1,부사,C1,상관없이
regime,n. C1,명사,C1,정권
registration,n. B2,명사,B2,등록
regulate,v. B2,동사,B2,규제하다
regulator,n. C1,명사,C1,레귤레이터
regulatory,adj. C1,형용사,C1,규제
rehabilitation,n. C1,명사,C1,재활
reign,"n., v. C1",명사·동사,C1,통치하다
reinforce,v. B2,동사,B2,강화하다
rejection,n. C1,명사,C1,거절
relevance,n. C1,명사,C1,관련성
reliability,n. C1,명사,C1,신뢰성
relieve,v. B2,동사,B2,완화하다
relieved,adj. B2,형용사,B2,안심
reluctant,adj. C1,형용사,C1,꺼려하는
remainder,n. C1,명사,C1,나머지
remains,n. C1,명사,C1,유적
remarkable,adj. B2,형용사,B2,주목할 만한
remarkably,adv. B2,부사,B2,놀랍게도
remedy,n. C1,명사,C1,구제책
reminder,n. C1,명사,C1,알림
removal,n. C1,명사,C1,제거
render,v. C1,동사,C1,세우다
renew,v. C1,동사,C1,갱신
renowned,adj. C1,형용사,C1,유명한
rental,n. C1,명사,C1,임대
replacement,n. C1,명사,C1,교체
reportedly,adv. C1,부사,C1,보도에 따르면
reporting,n. B2,명사,B2,보고
representation,n. C1,명사,C1,표현
reproduce,v. C1,동사,C1,재현하다
reproduction,n. C1,명사,C1,재생산
republic,n. C1,명사,C1,공화국
resemble,v. C1,동사,C1,닮았다
reside,v. C1,동사,C1,거주하다
residence,n. C1,명사,C1,거주지
residential,adj. C1,형용사,C1,주거용
residue,n. C1,명사,C1,잔류물
resign,v. B2,동사,B2,사임하다
resignation,n. C1,명사,C1,사임
resistance,n. C1,명사,C1,저항
resolution,n. B2,명사,B2,해상도
respective,adj. C1,형용사,C1,각각의
respectively,adv. C1,부사,C1,각각
restoration,n. C1,명사,C1,복원
restore,v. B2,동사,B2,복원
restraint,n. C1,명사,C1,구속
restrict,v. B2,동사,B2,제한하다
restriction,n. B2,명사,B2,제한
resume,v. C1,동사,C1,이력서
résumé,n. B2,명사,B2,이력서
retail,n. B2,명사,B2,소매
retirement,n. B2,명사,B2,은퇴
retreat,"n., v. C1",명사·동사,C1,후퇴
retrieve,v. C1,동사,C1,회수하다
revelation,n. C1,명사,C1,계시
revenge,n. C1,명사,C1,복수
revenue,n. B2,명사,B2,수익
reverse,"v., n., adj. C1",동사·명사·형용사,C1,역방향
revision,n. B2,명사,B2,개정
revival,n. C1,명사,C1,부흥
revive,v. C1,동사,C1,부활시키다
revolutionary,adj. C1,형용사,C1,혁명적
rhetoric,n. C1,명사,C1,수사학
ridiculous,adj. B2,형용사,B2,우스꽝스러운
rifle,n. C1,명사,C1,소총
riot,n. C1,명사,C1,폭동
rip,v. C1,동사,C1,찢어지다
risky,adj. B2,형용사,B2,위험한
ritual,n. C1,명사,C1,의식
rival,"n., adj. B2",명사·형용사,B2,라이벌
rob,v. B2,동사,B2,털다
robbery,n. B2,명사,B2,강도
robust,adj. C1,형용사,C1,견고한
rock,v. C1,동사,C1,록
rocket,n. B2,명사,B2,로켓
rod,n. C1,명사,C1,막대
romance,n. B2,명사,B2,로맨스
rookie,n. C1,명사,C1,신인
rose,n. B2,명사,B2,장미
roster,n. C1,명사,C1,명단
rotate,v. C1,동사,C1,회전하다
rotation,n. C1,명사,C1,회전
roughly,adv. B2,부사,B2,대충
ruin,"v., n. B2",동사·명사,B2,파멸
ruling,n. C1,명사,C1,판결
rumor,n. C1,명사,C1,소문
sacred,adj. C1,형용사,C1,신성한
sacrifice,"n., v. C1",명사·동사,C1,희생
saint,n. C1,명사,C1,성자
sake,n. C1,명사,C1,술
sanction,n. C1,명사,C1,제재
satisfaction,n. B2,명사,B2,만족
say,n. C1,명사,C1,말하다
scandal,n. B2,명사,B2,스캔들
scare,"v., n. B2",동사·명사,B2,겁
scattered,adj. C1,형용사,C1,흩어진
scenario,n. B2,명사,B2,시나리오
scholar,n. B2,명사,B2,학자
scholarship,n. B2,명사,B2,장학금
scope,n. C1,명사,C1,범위
scratch,"v., n. B2",동사·명사,B2,긁다; 긁힌 자국
screening,n. B2,명사,B2,심사
screw,"v., n. C1",동사·명사,C1,나사
scrutiny,n. C1,명사,C1,정밀한 조사
seal,"v., n. C1",동사·명사,C1,"봉인하다; 봉인, 도장"
secondly,adv. C1,부사,C1,둘째로
secular,adj. C1,형용사,C1,세속적인
seeker,n. B2,명사,B2,찾는 사람
seemingly,adv. C1,부사,C1,겉으로는
segment,n. C1,명사,C1,세그먼트
seize,v. C1,동사,C1,붙잡다
seldom,adv. C1,부사,C1,드물게
selective,adj. C1,형용사,C1,선택적
seminar,n. B2,명사,B2,세미나
sensation,n. C1,명사,C1,감각
sensitivity,n. C1,명사,C1,감도
sentiment,n. C1,명사,C1,감정
separation,n. C1,명사,C1,별거
serial,adj. C1,형용사,C1,연속물
settlement,n. C1,명사,C1,정착
settler,n. B2,명사,B2,정착민
setup,n. C1,명사,C1,설정
severely,adv. B2,부사,B2,심하게
sexuality,n. C1,명사,C1,성적 취향
sexy,adj. B2,형용사,B2,섹시한
shaped,adj. B2,형용사,B2,모양의
shareholder,n. C1,명사,C1,주주
shatter,v. C1,동사,C1,산산조각
shed,v. C1,동사,C1,창고
sheer,adj. C1,형용사,C1,얇은
shipping,n. C1,명사,C1,배송
shocking,adj. B2,형용사,B2,충격적인
shoot,n. C1,명사,C1,쏘다
shore,n. B2,명사,B2,해안
shortage,n. B2,명사,B2,부족
shortly,adv. B2,부사,B2,곧
short-term,adj. B2,형용사,B2,단기
shrink,v. C1,동사,C1,수축하다
shrug,v. C1,동사,C1,어깨를 으쓱하다
sibling,n. B2,명사,B2,형제자매
sidewalk,n. B2,명사,B2,보도
sigh,"v., n. C1",동사·명사,C1,한숨
signature,n. B2,명사,B2,서명
significance,n. B2,명사,B2,중요성
simulate,v. C1,동사,C1,시뮬레이션
simulation,n. C1,명사,C1,시뮬레이션
simultaneously,adv. C1,부사,C1,동시에
sin,n. C1,명사,C1,죄
situated,adj. C1,형용사,C1,위치
skeptical,adj. C1,형용사,C1,회의적인
sketch,n. C1,명사,C1,스케치
skilled,adj. B2,형용사,B2,숙련된
skip,v. C1,동사,C1,건너뛰기
skull,n. B2,명사,B2,두개골
slam,v. C1,동사,C1,쾅
slap,v. C1,동사,C1,때리다
slash,v. C1,동사,C1,슬래시
slavery,n. C1,명사,C1,노예 제도
slogan,n. B2,명사,B2,슬로건
slot,n. C1,명사,C1,슬롯
smash,v. C1,동사,C1,스매시
snap,v. C1,동사,C1,스냅
soak,v. C1,동사,C1,담그다
soar,v. C1,동사,C1,솟아오르다
so-called,adj. B2,형용사,B2,소위
socialist,adj. C1,형용사,C1,사회주의자
sole,adj. C1,형용사,C1,유일한
solely,adv. C1,부사,C1,오로지
solidarity,n. C1,명사,C1,연대
solo,"adj., n. C1",형용사·명사,C1,솔로
somehow,adv. B2,부사,B2,어떻게든
sometime,adv. B2,부사,B2,언젠가
sophisticated,adj. B2,형용사,B2,정교한
sophomore,n. C1,명사,C1,2학년
sound,adj. C1,형용사,C1,소리
sovereignty,n. C1,명사,C1,주권
spam,n. C1,명사,C1,스팸
span,"v., n. C1",동사·명사,C1,범위; 걸치다
spare,"adj. B2, v. C1",형용사 / 동사,B2 / C1,"여분의; 아끼다, 용서하다"
spark,v. C1,동사,C1,불꽃
specialize,v. B1,동사,B1,전문화하다
specialized,adj. C1,형용사,C1,전문화된
specification,n. C1,명사,C1,사양
specify,v. B2,동사,B2,지정하다
specimen,n. C1,명사,C1,표본
spectacle,n. C1,명사,C1,광경
spectacular,adj. B2,형용사,B2,장관의
spectator,n. B2,명사,B2,관중
spectrum,n. C1,명사,C1,스펙트럼
speculate,v. B2,동사,B2,추측하다
speculation,n. B2,명사,B2,추측
spell,n. C1,명사,C1,철자
sphere,n. C1,명사,C1,구체
spice,n. B2,명사,B2,향신료
spill,v. B2,동사,B2,유출하다
spin,"v., n. C1",동사·명사,C1,회전; 회전하다
spine,n. C1,명사,C1,척추
spite,n. B2,명사,B2,악의
spoil,v. B2,동사,B2,망치다
spokesman,n. B2,명사,B2,대변인
spokesperson,n. B2,명사,B2,대변인
spokeswoman,n. B2,명사,B2,대변인
sponsorship,n. B2,명사,B2,후원
spotlight,n. C1,명사,C1,스포트라이트
spouse,n. C1,명사,C1,배우자
spy,"n., v. C1",명사·동사,C1,스파이
squad,n. C1,명사,C1,분대
squeeze,v. C1,동사,C1,짜내다
stab,v. C1,동사,C1,찌르다
stability,n. C1,명사,C1,안정성
stabilize,v. C1,동사,C1,안정시키다
stake,n. C1,명사,C1,스테이크
stall,n. B2,명사,B2,마구간
stance,n. B2,명사,B2,입장
standing,adj. C1,형용사,C1,서 있는
stark,adj. C1,형용사,C1,뚜렷한
starve,v. B2,동사,B2,굶어 죽다
statistical,adj. C1,형용사,C1,통계적
steadily,adv. B2,부사,B2,꾸준히
steam,n. B2,명사,B2,증기
steer,v. C1,동사,C1,조종하다
stem,"n., v. C1",명사·동사,C1,줄기
stereotype,n. C1,명사,C1,고정관념
stimulate,v. B2,동사,B2,자극하다
stimulus,n. C1,명사,C1,자극
stir,v. C1,동사,C1,저어
storage,n. C1,명사,C1,저장
straightforward,adj. C1,형용사,C1,간단하다
strain,n. C1,명사,C1,긴장
strand,n. C1,명사,C1,가닥
strategic,adj. C1,형용사,C1,전략적
strengthen,v. B2,동사,B2,강화하다
strictly,adv. B2,부사,B2,엄격하게
striking,adj. B2,형용사,B2,눈에 띄는
strip (long narrow piece),n. C1,명사,C1,"가늘고 긴 조각, 띠"
strip (remove clothes/a layer),v. C1,동사,C1,벗기다; 벗다
strive,v. C1,동사,C1,노력하다
stroke,n. B2,명사,B2,뇌졸중
structural,adj. C1,형용사,C1,구조적
stumble,v. C1,동사,C1,비틀거리다
stun,v. C1,동사,C1,기절시키다
stunning,adj. B2,형용사,B2,충격적인
submission,n. C1,명사,C1,제출
subscriber,n. C1,명사,C1,가입자
subscription,n. C1,명사,C1,구독
subsequent,adj. B2,형용사,B2,후속
subsequently,adv. B2,부사,B2,이후
subsidy,n. C1,명사,C1,보조금
substantial,adj. C1,형용사,C1,상당한
substantially,adv. C1,부사,C1,실질적으로
substitute,"n., v. C1",명사·동사,C1,대체하다
substitution,n. C1,명사,C1,대체
subtle,adj. C1,형용사,C1,미묘한
suburb,n. B2,명사,B2,교외
suburban,adj. C1,형용사,C1,교외
succession,n. C1,명사,C1,계승
successive,adj. C1,형용사,C1,연속적인
successor,n. C1,명사,C1,후임
suck,v. C1,동사,C1,빨다
sue,v. C1,동사,C1,고소하다
suffering,n. B2,명사,B2,괴로움
sufficient,adj. B2,형용사,B2,충분하다
sufficiently,adv. B2,부사,B2,충분히
suicide,n. C1,명사,C1,자살
suite,n. C1,명사,C1,스위트룸
summit,n. C1,명사,C1,정상 회담
super,adj. B2,형용사,B2,슈퍼
superb,adj. C1,형용사,C1,훌륭하다
superintendent,n. C1,명사,C1,교육감
superior,adj. C1,형용사,C1,우수한
supervise,v. C1,동사,C1,감독하다
supervision,n. C1,명사,C1,감독
supervisor,n. C1,명사,C1,감독자
supplement,"n., v. C1",명사·동사,C1,보충제
supportive,adj. C1,형용사,C1,지지하는
supposedly,adv. C1,부사,C1,아마도
suppress,v. C1,동사,C1,억제하다
supreme,adj. C1,형용사,C1,최고
surge,"n., v. C1",명사·동사,C1,급증
surgeon,n. B2,명사,B2,외과 의사
surgical,adj. C1,형용사,C1,외과의
surplus,n. C1,명사,C1,잉여
surrender,v. C1,동사,C1,항복
surveillance,n. C1,명사,C1,감시
survival,n. B2,명사,B2,생존
survivor,n. B2,명사,B2,생존자
suspend,v. B2,동사,B2,일시 중지하다
suspension,n. C1,명사,C1,서스펜션
suspicion,n. C1,명사,C1,의심
suspicious,adj. C1,형용사,C1,의심스러운
sustain,v. C1,동사,C1,유지하다
sustainable,adj. B2,형용사,B2,지속 가능한
swallow,v. B2,동사,B2,삼키다
swing,"v., n. C1",동사·명사,C1,그네
sword,n. C1,명사,C1,검
symbolic,adj. C1,형용사,C1,상징적인
sympathetic,adj. B2,형용사,B2,동정적인
syndrome,n. C1,명사,C1,증후군
synthesis,n. C1,명사,C1,합성
systematic,adj. C1,형용사,C1,체계적인
tackle,"v. B2, n. C1",동사 / 명사,B2 / C1,태클
tactic,n. C1,명사,C1,전술
tactical,adj. C1,형용사,C1,전술적
tag,"n., v. B2",명사·동사,B2,태그
tap,"v., n. B2",동사·명사,B2,탭
taxpayer,n. C1,명사,C1,납세자
technological,adj. B2,형용사,B2,기술적
teen,"n., adj. B2",명사·형용사,B2,비탄
temple,n. B2,명사,B2,사원
temporarily,adv. B2,부사,B2,일시적으로
tempt,v. C1,동사,C1,유혹하다
tenant,n. C1,명사,C1,세입자
tendency,n. B2,명사,B2,경향
tender,adj. C1,형용사,C1,부드러운
tension,n. B2,명사,B2,긴장
tenure,n. C1,명사,C1,임기
terminal,"n. B2, adj. C1",명사 / 형용사,B2 / C1,터미널
terminate,v. C1,동사,C1,종료하다
terms,n. B2,명사,B2,용어
terrain,n. C1,명사,C1,지형
terribly,adv. B2,부사,B2,몹시
terrific,adj. C1,형용사,C1,훌륭하다
terrify,v. B2,동사,B2,겁을 주다
territory,n. B2,명사,B2,영토
terror,n. B2,명사,B2,테러
terrorism,n. B2,명사,B2,테러
terrorist,n. B2,명사,B2,테러리스트
testify,v. C1,동사,C1,증언하다
testimony,n. C1,명사,C1,증언
testing,n. B2,명사,B2,테스트
textbook,n. B2,명사,B2,교과서
texture,n. C1,명사,C1,질감
thankfully,adv. C1,부사,C1,고맙게도
theatrical,adj. C1,형용사,C1,연극
theft,n. B2,명사,B2,도난
theology,n. C1,명사,C1,신학
theoretical,adj. C1,형용사,C1,이론적
therapist,n. B2,명사,B2,치료사
thereafter,adv. C1,부사,C1,그 이후
thereby,adv. C1,부사,C1,이로써
thesis,n. B2,명사,B2,논문
thorough,adj. B2,형용사,B2,철저한
thoroughly,adv. B2,부사,B2,철저하게
thoughtful,adj. C1,형용사,C1,사려깊은
thought-provoking,adj. C1,형용사,C1,생각을 자극하는
thread,n. C1,명사,C1,실
threshold,n. C1,명사,C1,문지방
thrilled,adj. C1,형용사,C1,감격하다
thrive,v. C1,동사,C1,번창하다
thumb,n. B2,명사,B2,엄지손가락
tide,n. C1,명사,C1,조수
tighten,v. C1,동사,C1,조이다
timber,n. C1,명사,C1,목재
timely,adj. C1,형용사,C1,시기적절한
timing,n. B2,명사,B2,타이밍
tissue,n. B2,명사,B2,조직
tobacco,n. C1,명사,C1,담배
tolerance,n. C1,명사,C1,관용
tolerate,v. C1,동사,C1,참다
toll,n. C1,명사,C1,통행료
top,v. C1,동사,C1,상단
torture,"n., v. C1",명사·동사,C1,고문
toss,v. C1,동사,C1,던지다
total,v. C1,동사,C1,합계
tournament,n. B2,명사,B2,토너먼트
toxic,adj. C1,형용사,C1,유독한
trace,"v.B2, n. C1",동사 / 명사,B2 / C1,추적
trademark,n. C1,명사,C1,상표
trading,n. B2,명사,B2,거래
tragedy,n. B2,명사,B2,비극
tragic,adj. B2,형용사,B2,비극적인
trail,"n., v. C1",명사·동사,C1,흔적
trailer,n. C1,명사,C1,트레일러
trait,n. B2,명사,B2,특성
transaction,n. C1,명사,C1,거래
transcript,n. C1,명사,C1,성적표
transformation,n. C1,명사,C1,변형
transit,n. C1,명사,C1,대중교통
transmission,n. C1,명사,C1,전송
transmit,v. B2,동사,B2,전송하다
transparency,n. C1,명사,C1,투명성
transparent,adj. C1,형용사,C1,투명한
trap,"v., n. B2",동사·명사,B2,함정
trauma,n. C1,명사,C1,외상
treasure,n. B2,명사,B2,보물
treaty,n. C1,명사,C1,조약
tremendous,adj. C1,형용사,C1,엄청난
tribal,adj. C1,형용사,C1,부족의
tribe,n. B2,명사,B2,부족
tribute,n. C1,명사,C1,공물
trigger,"v. B2, n. C1",동사 / 명사,B2 / C1,방아쇠
trillion,number  B2,수사,B2,조
trio,n. C1,명사,C1,트리오
triumph,n. C1,명사,C1,승리
troop,n. B2,명사,B2,군대
trophy,n. C1,명사,C1,트로피
troubled,adj. C1,형용사,C1,고민하다
trustee,n. C1,명사,C1,수탁자
tsunami,n. B2,명사,B2,쓰나미
tuition,n. C1,명사,C1,수업료
tumor,n. C1,명사,C1,종양
turnout,n. C1,명사,C1,투표율
turnover,n. C1,명사,C1,회전율
twist,"v., n. C1",동사·명사,C1,트위스트
ultimate,adj. B2,형용사,B2,궁극의
unacceptable,adj. B2,형용사,B2,받아들일 수 없는
uncertainty,n. B2,명사,B2,불확실성
unconstitutional,adj. C1,형용사,C1,위헌
undergo,v. B2,동사,B2,겪다
undergraduate,n. C1,명사,C1,학부생
underlying,adj. C1,형용사,C1,기본
undermine,v. C1,동사,C1,훼손하다
undertake,v. B2,동사,B2,맡다
undoubtedly,adv. C1,부사,C1,의심할 여지 없이
unfold,v. B2,동사,B2,펼치다
unfortunate,adj. B2,형용사,B2,불행한
unify,v. C1,동사,C1,통일하다
unite,v. B2,동사,B2,단결하다
unity,n. B2,명사,B2,화합
universal,adj. B2,형용사,B2,보편적인
unprecedented,adj. C1,형용사,C1,전례 없는
unveil,v. C1,동사,C1,베일을 벗기다
upcoming,adj. C1,형용사,C1,다가오는
upgrade,"v., n. C1",동사·명사,C1,업그레이드
uphold,v. C1,동사,C1,유지하다
urgent,adj. B2,형용사,B2,긴급
usage,n. B2,명사,B2,사용법
useless,adj. B2,형용사,B2,쓸모없는
utility,n. C1,명사,C1,유틸리티
utilize,v. C1,동사,C1,활용하다
utterly,adv. C1,부사,C1,완전히
vacuum,n. C1,명사,C1,진공
vague,adj. C1,형용사,C1,모호한
valid,adj. B2,형용사,B2,유효한
validity,n. C1,명사,C1,타당성
vanish,v. C1,동사,C1,사라지다
variable,"n., adj. C1",명사·형용사,C1,변수
variation,n. B2,명사,B2,변형
varied,adj. C1,형용사,C1,다양하다
vein,n. C1,명사,C1,정맥
venture,"n., v. C1",명사·동사,C1,벤처
verbal,adj. C1,형용사,C1,구두
verdict,n. C1,명사,C1,평결
verify,v. C1,동사,C1,확인하다
verse,n. C1,명사,C1,운문
versus,conj. C1,접속사,C1,대
vertical,adj. B2,형용사,B2,수직
vessel,n. C1,명사,C1,선박
veteran,n. C1,명사,C1,베테랑
viable,adj. C1,형용사,C1,실행 가능한
vibrant,adj. C1,형용사,C1,활기찬
vice,n. C1,명사,C1,부통령
vicious,adj. C1,형용사,C1,악랄한
viewpoint,n. B2,명사,B2,관점
violate,v. C1,동사,C1,위반하다
violation,n. C1,명사,C1,위반
virtue,n. C1,명사,C1,미덕
visa,n. B2,명사,B2,비자
visible,adj. B2,형용사,B2,보이는
vocal,adj. C1,형용사,C1,보컬
voluntary,adj. B2,형용사,B2,자발적인
voting,n. B2,명사,B2,투표
vow,v. C1,동사,C1,맹세하다
vulnerability,n. C1,명사,C1,취약성
vulnerable,adj. C1,형용사,C1,취약한
wander,v. B2,동사,B2,방황하다
ward,n. C1,명사,C1,병동
warehouse,n. C1,명사,C1,창고
warfare,n. C1,명사,C1,전쟁
warming,n. B2,명사,B2,온난화
warrant,"n., v. C1",명사·동사,C1,"영장, 보증; 보증하다"
warrior,n. C1,명사,C1,전사
weaken,v. C1,동사,C1,약화하다
weave,v. C1,동사,C1,짜다
weed,n. C1,명사,C1,잡초
weekly,adj. B2,형용사,B2,매주
weird,adj. B2,형용사,B2,이상한
welfare,n. B2,명사,B2,복지
well,n. C1,명사,C1,음
well-being,n. C1,명사,C1,웰빙
whatsoever,adv. C1,부사,C1,뭐든지
wheat,n. B2,명사,B2,밀
whereby,adv. C1,부사,C1,이로써
whip,v. C1,동사,C1,채찍
whoever,pron. B2,대명사,B2,누구든지
wholly,adv. C1,부사,C1,전적으로
widen,v. C1,동사,C1,넓히다
widespread,adj. B2,형용사,B2,널리 퍼진
widow,n. C1,명사,C1,과부
width,n. C1,명사,C1,폭
willingness,n. C1,명사,C1,의지
wipe,v. C1,동사,C1,닦다
wisdom,n. B2,명사,B2,지혜
wit,n. C1,명사,C1,재치
withdraw,v. B2,동사,B2,철수하다
withdrawal,n. C1,명사,C1,철수
wolf,n. B2,명사,B2,늑대
workforce,n. B2,명사,B2,인력
workout,n. C1,명사,C1,운동
workplace,n. B2,명사,B2,직장
workshop,n. B2,명사,B2,작업장
worm,n. B2,명사,B2,벌레
worship,"n., v. C1",명사·동사,C1,숭배; 숭배하다
worthwhile,adj. C1,형용사,C1,가치 있는
worthy,adj. C1,형용사,C1,가치 있는
wrist,n. B2,명사,B2,손목
yell,v. C1,동사,C1,소리치다
yield,"n., v. C1",명사·동사,C1,"산출량; 양보하다, 생산하다"
